molecule_chembl_id,canonical_smiles,standard_value
CHEMBL4468520,O=c1oc2ccccc2cc1-c1nn(C(Nc2ccc(Oc3ccc(NC(c4ccc([N+](=O)[O-])cc4)n4nc(-c5cc6ccccc6oc5=O)oc4=S)cc3)cc2)c2ccc([N+](=O)[O-])cc2)c(=S)o1,70.0
CHEMBL4453742,O=c1oc2ccccc2cc1-c1nn(C(Nc2ccc(Oc3ccc(NC(c4ccc(Cl)cc4Cl)n4nc(-c5cc6ccccc6oc5=O)oc4=S)cc3)cc2)c2ccc(Cl)cc2Cl)c(=S)o1,70.0
CHEMBL4547928,Cc1ccc(C(Nc2ccc(Oc3ccc(NC(c4ccc(C)cc4)n4nc(-c5cc6ccccc6oc5=O)oc4=S)cc3)cc2)n2nc(-c3cc4ccccc4oc3=O)oc2=S)cc1,70.0
CHEMBL4549180,CN(C)c1ccc(C(Nc2ccc(Oc3ccc(NC(c4ccc(N(C)C)cc4)n4nc(-c5cc6ccccc6oc5=O)oc4=S)cc3)cc2)n2nc(-c3cc4ccccc4oc3=O)oc2=S)cc1,70.0
CHEMBL4551617,O=c1cc(-c2nn(C(Nc3ccc(NC(c4ccc([N+](=O)[O-])cc4)n4nc(-c5cc6ccccc6oc5=O)oc4=S)cc3)c3ccc([N+](=O)[O-])cc3)c(=S)o2)c2ccccc2o1,70.0
CHEMBL4535608,O=c1cc(-c2nn(C(Nc3ccc(NC(c4cccc(Cl)c4)n4nc(-c5cc6ccccc6oc5=O)oc4=S)cc3)c3cccc(Cl)c3)c(=S)o2)c2ccccc2o1,70.0
CHEMBL4459113,O=c1cc(-c2nn(C(Nc3ccc(NC(c4cccc(Br)c4)n4nc(-c5cc6ccccc6oc5=O)oc4=S)cc3)c3cccc(Br)c3)c(=S)o2)c2ccccc2o1,70.0
CHEMBL4438224,O=c1cc(-c2nn(C(Nc3ccc(NC(c4ccc(Cl)cc4Cl)n4nc(-c5cc6ccccc6oc5=O)oc4=S)cc3)c3ccc(Cl)cc3Cl)c(=S)o2)c2ccccc2o1,70.0
CHEMBL4468873,Cc1ccc(C(Nc2ccc(NC(c3ccc(C)cc3)n3nc(-c4cc(=O)oc5ccccc45)oc3=S)cc2)n2nc(-c3cc4ccccc4oc3=O)oc2=S)cc1,70.0
CHEMBL4533762,CN(C)c1ccc(C(Nc2ccc(NC(c3ccc(N(C)C)cc3)n3nc(-c4cc(=O)oc5ccccc45)oc3=S)cc2)n2nc(-c3cc4ccccc4oc3=O)oc2=S)cc1,70.0
CHEMBL4513326,COc1cccc(C(Nc2ccc(NC(c3cccc(OC)c3)n3nc(-c4cc(=O)oc5ccccc45)oc3=S)cc2)n2nc(-c3cc4ccccc4oc3=O)oc2=S)c1,70.0
CHEMBL4448264,O=c1oc2ccccc2cc1-c1nn(C(Nc2ccc(Oc3ccc(NC(c4cccc(Br)c4)n4nc(-c5cc6ccccc6oc5=O)oc4=S)cc3)cc2)c2cccc(Br)c2)c(=S)o1,70.0
CHEMBL4531264,Nc1c(C(c2ccccc2)c2c(N)c3ccccc3oc2=O)c(=O)oc2ccccc12,20000.0
CHEMBL4556172,Nc1c(C(c2ccc([N+](=O)[O-])cc2)c2c(N)c3ccccc3oc2=O)c(=O)oc2ccccc12,20000.0
CHEMBL4521721,COc1cc(C(c2c(N)c3ccccc3oc2=O)c2c(N)c3ccccc3oc2=O)cc(Cl)c1O,20000.0
CHEMBL4462160,COc1cc(C(c2c(N)c3ccccc3oc2=O)c2c(N)c3ccccc3oc2=O)cc(Br)c1O,20000.0
CHEMBL4570923,Nc1c(C(c2ccccc2F)c2c(N)c3ccccc3oc2=O)c(=O)oc2ccccc12,20000.0
CHEMBL4470944,Nc1c(C(c2ccccc2Cl)c2c(N)c3ccccc3oc2=O)c(=O)oc2ccccc12,20000.0
CHEMBL4465720,Nc1c(C(c2cccc(F)c2)c2c(N)c3ccccc3oc2=O)c(=O)oc2ccccc12,20000.0
CHEMBL4458754,Nc1c(C(c2cccc(Cl)c2)c2c(N)c3ccccc3oc2=O)c(=O)oc2ccccc12,20000.0
CHEMBL4569072,Nc1c(C(c2cccc(Br)c2)c2c(N)c3ccccc3oc2=O)c(=O)oc2ccccc12,20000.0
CHEMBL4521652,Cc1cccc(C(c2c(N)c3ccccc3oc2=O)c2c(N)c3ccccc3oc2=O)c1,20000.0
CHEMBL4472698,COc1cccc(C(c2c(N)c3ccccc3oc2=O)c2c(N)c3ccccc3oc2=O)c1,20000.0
CHEMBL4468008,Nc1c(C(c2ccc(O)cc2)c2c(N)c3ccccc3oc2=O)c(=O)oc2ccccc12,20000.0
CHEMBL4459976,Cc1ccc(C(c2c(N)c3ccccc3oc2=O)c2c(N)c3ccccc3oc2=O)cc1,20000.0
CHEMBL4459976,Cc1ccc(C(c2c(N)c3ccccc3oc2=O)c2c(N)c3ccccc3oc2=O)cc1,22000.0
CHEMBL4456026,O=C(N/N=C/c1ccccc1)c1cc2ccccc2oc1=O,1100.0
CHEMBL4450733,O=C(N/N=C/c1cccc(F)c1)c1cc2ccccc2oc1=O,1100.0
CHEMBL3590410,O=C(N/N=C/c1ccc([N+](=O)[O-])cc1)c1cc2ccccc2oc1=O,1100.0
CHEMBL4545537,O=C(N/N=C/c1ccc(F)cc1)c1cc2ccccc2oc1=O,1100.0
CHEMBL4475749,COc1ccc(/C=N/NC(=O)c2cc3ccccc3oc2=O)c(O)c1,1100.0
CHEMBL4473968,Cc1ccccc1/C=N/NC(=O)c1cc2ccccc2oc1=O,1100.0
CHEMBL4474453,COc1ccc(O)c(/C=N/NC(=O)c2cc3ccccc3oc2=O)c1,1100.0
CHEMBL4590536,Cc1cccc(/C=N/NC(=O)c2cc3ccccc3oc2=O)c1,1100.0
CHEMBL4566850,Cc1ccc(/C=N/NC(=O)c2cc3ccccc3oc2=O)cc1,1100.0
CHEMBL4558252,O=C(N/N=C/c1ccccc1O)c1cc2ccccc2oc1=O,1100.0
CHEMBL4165370,COc1ccc(/C=N/NC(=O)c2cc3ccccc3oc2=O)cc1,1100.0
CHEMBL4447231,O=C(N/N=C/c1ccccn1)c1cc2ccccc2oc1=O,1100.0
CHEMBL4161936,O=C(N/N=C/c1ccc(O)cc1O)c1cc2ccccc2oc1=O,1100.0
CHEMBL4176304,O=C(N/N=C/c1ccncc1)c1cc2ccccc2oc1=O,1100.0
CHEMBL4461307,O=C(N/N=C/c1ccccc1F)c1cc2ccccc2oc1=O,1100.0
CHEMBL4549420,O=C(N/N=C/c1ccccc1[N+](=O)[O-])c1cc2ccccc2oc1=O,1100.0
CHEMBL4532196,O=C(N/N=C/c1cccc(O)c1O)c1cc2ccccc2oc1=O,1100.0
CHEMBL4470451,CCn1c2ccccc2c2cc(NC(=O)CSc3nc4ccccc4[nH]3)ccc21,170.0
CHEMBL4466503,O=C(N/N=C/c1cc(O)c(O)c(O)c1)c1cc2ccccc2[nH]1,2300.0
CHEMBL4475632,Cn1cc(-c2nnc(-c3ccc(C(c4c[nH]c5ccc(C#N)cc45)c4c[nH]c5ccc(C#N)cc45)cc3)o2)c2ccccc21,20000.0
CHEMBL4554161,Cn1cc(-c2nnc(-c3ccc(C(c4c[nH]c5ccccc45)c4c[nH]c5ccccc45)cc3)o2)c2ccccc21,20000.0
CHEMBL4468782,c1ccc2c(-c3nnc(-c4ccc(C(c5c[nH]c6ccccc56)c5c[nH]c6ccccc56)cc4)o3)c[nH]c2c1,20000.0
CHEMBL4590046,Cc1[nH]c2ccccc2c1-c1nnc(-c2ccc(C(c3c[nH]c4ccccc34)c3c[nH]c4ccccc34)cc2)o1,20000.0
CHEMBL4584797,Cc1c(C(c2ccc(-c3nnc(-c4cn(C)c5ccccc45)o3)cc2)c2c(C)n(C)c3ccccc23)c2ccccc2n1C,20000.0
CHEMBL4587284,Cc1[nH]c2ccccc2c1-c1nnc(-c2ccc(C(c3c(C)n(C)c4ccccc34)c3c(C)n(C)c4ccccc34)cc2)o1,20000.0
CHEMBL4541097,Cc1c(C(c2ccc(-c3nnc(-c4c[nH]c5ccccc45)o3)cc2)c2c(C)n(C)c3ccccc23)c2ccccc2n1C,20000.0
CHEMBL4472054,Cn1cc(-c2nnc(-c3ccc(C(c4c[nH]c5ccc(Cl)cc45)c4c[nH]c5ccc(Cl)cc45)cc3)o2)c2ccccc21,20000.0
CHEMBL4475117,Cc1[nH]c2ccccc2c1-c1nnc(-c2ccc(C(c3c[nH]c4ccc(Cl)cc34)c3c[nH]c4ccc(Cl)cc34)cc2)o1,20000.0
CHEMBL4447911,Clc1ccc2[nH]cc(C(c3ccc(-c4nnc(-c5c[nH]c6ccccc56)o4)cc3)c3c[nH]c4ccc(Cl)cc34)c2c1,20000.0
CHEMBL4468287,Cn1cc(-c2nnc(-c3ccc(C(c4c[nH]c5ccc(Br)cc45)c4c[nH]c5ccc(Br)cc45)cc3)o2)c2ccccc21,20000.0
CHEMBL4451317,N#Cc1ccc2[nH]cc(C(c3ccc(-c4nnc(-c5c[nH]c6ccccc56)o4)cc3)c3c[nH]c4ccc(C#N)cc34)c2c1,20000.0
CHEMBL4454670,Cc1[nH]c2ccccc2c1-c1nnc(-c2ccc(C(c3c[nH]c4ccc(Br)cc34)c3c[nH]c4ccc(Br)cc34)cc2)o1,20000.0
CHEMBL4569769,Cc1[nH]c2ccccc2c1-c1nnc(-c2ccc(C(c3c[nH]c4ccc(C#N)cc34)c3c[nH]c4ccc(C#N)cc34)cc2)o1,20000.0
CHEMBL4578211,Cn1cc(-c2nnc(-c3ccc(C(c4cn(C)c5ccccc45)c4cn(C)c5ccccc45)cc3)o2)c2ccccc21,20000.0
CHEMBL4440810,Cc1[nH]c2ccccc2c1-c1nnc(-c2ccc(C(c3cn(C)c4ccccc34)c3cn(C)c4ccccc34)cc2)o1,20000.0
CHEMBL4574530,Cn1cc(C(c2ccc(-c3nnc(-c4c[nH]c5ccccc45)o3)cc2)c2cn(C)c3ccccc23)c2ccccc21,20000.0
CHEMBL4483090,c1ccc(-c2[nH]c3ccccc3c2C(c2ccc(-c3nnc(-c4c[nH]c5ccccc45)o3)cc2)c2c(-c3ccccc3)[nH]c3ccccc23)cc1,20000.0
CHEMBL4544255,Cn1cc(-c2nnc(-c3ccc(C(c4c(-c5ccccc5)[nH]c5ccccc45)c4c(-c5ccccc5)[nH]c5ccccc45)cc3)o2)c2ccccc21,20000.0
CHEMBL4555132,Cc1[nH]c2ccccc2c1-c1nnc(-c2ccc(C(c3c(-c4ccccc4)[nH]c4ccccc34)c3c(-c4ccccc4)[nH]c4ccccc34)cc2)o1,20000.0
CHEMBL4473640,Cn1cc(-c2nnc(-c3ccc(C(c4c[nH]c5ccccc45)c4c[nH]c5ccc(Cl)cc45)cc3)o2)c2ccccc21,2000.0
CHEMBL4464394,O=C(C[C@@H](c1ccccc1)c1c[nH]c2ccccc12)c1ccccc1,4300.0
CHEMBL4556170,O=C(C[C@@H](c1ccc(Cl)cc1Cl)c1c[nH]c2ccccc12)c1ccccc1,4300.0
CHEMBL4474603,Cc1cccc([C@H](CC(=O)c2ccccc2)c2c[nH]c3ccccc23)c1,4300.0
CHEMBL4539984,O=C(C[C@@H](c1cccs1)c1c[nH]c2ccccc12)c1ccc2ccccc2c1,4300.0
CHEMBL4520965,O=C(C[C@@H](c1cccc([N+](=O)[O-])c1)c1c[nH]c2ccccc12)c1ccccc1,4300.0
CHEMBL4557896,O=C(C[C@@H](c1ccc(Br)cc1)c1c[nH]c2ccccc12)c1ccccc1,4300.0
CHEMBL4472506,O=C(C[C@@H](c1cccc(Br)c1)c1c[nH]c2ccccc12)c1ccccc1,4300.0
CHEMBL4473090,O=C(C[C@@H](c1ccc(Cl)cc1)c1c[nH]c2ccccc12)c1ccc2ccccc2c1,4300.0
CHEMBL4590962,Cc1ccc([C@H](CC(=O)c2ccccc2)c2c[nH]c3ccccc23)cc1,4300.0
CHEMBL4525900,COc1ccc([C@H](CC(=O)c2ccccc2)c2c[nH]c3ccccc23)cc1,4300.0
CHEMBL4441979,COc1ccc([C@H](CC(=O)c2ccc3ccccc3c2)c2c[nH]c3ccccc23)cc1,4300.0
CHEMBL4439503,O=C(C[C@@H](c1ccccc1)c1c[nH]c2ccccc12)c1ccc2ccccc2c1,4300.0
CHEMBL4513806,O=C(C[C@@H](c1ccc(Cl)cc1)c1c[nH]c2ccccc12)c1ccccc1,4300.0
CHEMBL4440152,Cc1ccc([C@H](CC(=O)c2ccc3ccccc3c2)c2c[nH]c3ccccc23)cc1,4300.0
CHEMBL4456998,O=C(C[C@@H](c1cccs1)c1c[nH]c2ccccc12)c1ccccc1,4300.0
CHEMBL4526585,O=C(C[C@@H](c1c(Cl)cccc1Cl)c1c[nH]c2ccccc12)c1ccccc1,4300.0
CHEMBL557057,O=C1Nc2ccccc2C1(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,5900.0
CHEMBL4443865,CCCn1cc(C2(c3cn(CCC)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21,5900.0
CHEMBL4435550,CC(C)n1cc(C2(c3cn(C(C)C)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21,5900.0
CHEMBL4550304,CCCCn1cc(C2(c3cn(CCCC)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21,5900.0
CHEMBL4436361,CC(C)Cn1cc(C2(c3cn(CC(C)C)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21,5900.0
CHEMBL4590423,O=C1Nc2ccc(Br)cc2C1(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,5900.0
CHEMBL2011865,O=C1Nc2ccc(Cl)cc2C1(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,5900.0
CHEMBL4440702,Cc1ccc2c(c1)C(c1c[nH]c3ccccc13)(c1c[nH]c3ccccc13)C(=O)N2,5900.0
CHEMBL564411,Cn1cc(C2(c3cn(C)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21,5900.0
CHEMBL4445238,O=C1Nc2ccccc2C1(c1cn(Cc2ccccc2)c2ccccc12)c1cn(Cc2ccccc2)c2ccccc12,5900.0
CHEMBL4564310,O=C1Nc2ccccc2C1(c1cn(Cc2cccc(F)c2)c2ccccc12)c1cn(Cc2cccc(F)c2)c2ccccc12,5900.0
CHEMBL4460080,O=C1Nc2ccccc2C1(c1cn(Cc2ccc(Br)cc2)c2ccccc12)c1cn(Cc2ccc(Br)cc2)c2ccccc12,5900.0
CHEMBL4575035,O=C1Nc2ccccc2C1(c1cn(Cc2ccccc2Cl)c2ccccc12)c1cn(Cc2ccccc2Cl)c2ccccc12,5900.0
CHEMBL4436320,O=C1Nc2ccccc2C1(c1cn(Cc2ccccc2F)c2ccccc12)c1cn(Cc2ccccc2F)c2ccccc12,5900.0
CHEMBL4526576,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc(Cl)cc4Cl)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc(Cl)cc4Cl)cc23)cc1,100.0
CHEMBL4460255,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4cccc([N+](=O)[O-])c4)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4cccc([N+](=O)[O-])c4)cc23)cc1,2100.0
CHEMBL4439937,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc([N+](=O)[O-])cc4)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc([N+](=O)[O-])cc4)cc23)cc1,2100.0
CHEMBL4519690,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc([N+](=O)[O-])cc4[N+](=O)[O-])cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc([N+](=O)[O-])cc4[N+](=O)[O-])cc23)cc1,500.0
CHEMBL4459920,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc(C)cc4)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc(C)cc4)cc23)cc1,100.0
CHEMBL4592050,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4cccc(Cl)c4Cl)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4cccc(Cl)c4Cl)cc23)cc1,100.0
CHEMBL4444856,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4cc(Cl)ccc4Cl)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4cc(Cl)ccc4Cl)cc23)cc1,100.0
CHEMBL4465117,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc(Cl)c(Cl)c4)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc(Cl)c(Cl)c4)cc23)cc1,100.0
CHEMBL4468394,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4cc(Cl)cc(Cl)c4)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4cc(Cl)cc(Cl)c4)cc23)cc1,100.0
CHEMBL4450153,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccccc4Cl)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccccc4Cl)cc23)cc1,100.0
CHEMBL4444058,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccccc4Br)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccccc4Br)cc23)cc1,100.0
CHEMBL4535006,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc(Br)cc4)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc(Br)cc4)cc23)cc1,100.0
CHEMBL4437002,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccccc4[N+](=O)[O-])cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccccc4[N+](=O)[O-])cc23)cc1,2100.0
CHEMBL4565442,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4cc(Cl)c(Cl)cc4Cl)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4cc(Cl)c(Cl)cc4Cl)cc23)cc1,300.0
CHEMBL4445451,CCCN1C(=O)/C(=N\NC(=O)Cc2ccc(Cl)cc2Cl)c2ccccc21,2200.0
CHEMBL4451791,Cc1ccc(C(=O)N/N=C2\C(=O)Nc3ccc(Cl)cc32)cc1,2200.0
CHEMBL4540336,O=C(Cc1ccc(Cl)c(Cl)c1)N/N=C1\C(=O)Nc2cc(Br)ccc21,2200.0
CHEMBL4455386,O=C1Nc2cc(Br)ccc2/C1=N/NC(=O)c1ccccc1O,2200.0
CHEMBL4465201,CCCCCCCCCCCC(=O)N/N=C1\C(=O)Nc2ccccc21,2200.0
CHEMBL4458470,O=C(Cc1ccc(Cl)cc1Cl)N/N=C1\C(=O)Nc2cc(Br)ccc21,2200.0
CHEMBL4526446,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)Nc2ccccc21,2500.0
CHEMBL4438638,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccccc2F)c2ccccc21,2500.0
CHEMBL4475058,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2cccc(F)c2)c2ccccc21,2500.0
CHEMBL4441977,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccccc2Cl)c2ccccc21,2500.0
CHEMBL4518046,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccc(Br)cc2)c2ccccc21,2500.0
CHEMBL4587269,Cc1ccc2c(c1)/C(=N/NC(=O)COc1ccc3ccc(=O)oc3c1)C(=O)N2Cc1ccccc1F,2500.0
CHEMBL4537391,Cc1ccc2c(c1)/C(=N/NC(=O)COc1ccc3ccc(=O)oc3c1)C(=O)N2Cc1cccc(F)c1,2500.0
CHEMBL4545087,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2cccc(F)c2)c2ccc(Cl)cc21,2500.0
CHEMBL4581970,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccccc2)c2ccc(Br)cc21,2500.0
CHEMBL4583142,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccccc2Cl)c2ccc(Br)cc21,2500.0
CHEMBL4452470,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccc(Br)cc2)c2ccc(Br)cc21,2500.0
CHEMBL4553582,Cc1ccc2c(c1)/C(=N/NC(=O)COc1ccc3ccc(=O)oc3c1)C(=O)N2,2500.0
CHEMBL4435626,Cc1cc(C)c2c(c1)/C(=N/NC(=O)COc1ccc3ccc(=O)oc3c1)C(=O)N2,2500.0
CHEMBL4463121,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)Nc2ccc(F)cc21,2500.0
CHEMBL4532650,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)Nc2ccc(Cl)cc21,2500.0
CHEMBL4578640,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)Nc2ccc(Br)cc21,2500.0
CHEMBL4471443,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)Nc2ccc([N+](=O)[O-])cc21,2500.0
CHEMBL4561189,CN1C(=O)/C(=N\NC(=O)COc2ccc3ccc(=O)oc3c2)c2ccccc21,2500.0
CHEMBL4568489,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccccc2)c2ccccc21,2500.0
CHEMBL4516073,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccccc2F)c2ccc(Cl)cc21,2500.0
CHEMBL4550316,O=C1Nc2ccc(Cl)cc2/C1=N/Nc1nc(-c2ccc(Br)cc2)cs1,5300.0
CHEMBL4468486,Cc1cc(C)c2c(c1)/C(=N/Nc1nc(-c3ccc(F)cc3)cs1)C(=O)N2,5300.0
CHEMBL4538319,Cc1ccc(-c2csc(N/N=C3\C(=O)Nc4c(C)cc(C)cc43)n2)cc1,5300.0
CHEMBL4438176,Cc1ccc(-c2csc(N/N=C3\C(=O)Nc4ccc(F)cc43)n2)cc1,5300.0
CHEMBL4461266,O=C1Nc2ccc(F)cc2/C1=N/Nc1nc(-c2ccc(F)cc2)cs1,5300.0
CHEMBL3409200,O=C1Nc2ccccc2/C1=N/Nc1nc(-c2ccc(F)cc2)cs1,5300.0
CHEMBL3409203,Cc1ccc(-c2csc(N/N=C3\C(=O)Nc4ccccc43)n2)cc1,5300.0
CHEMBL4549579,Cc1ccc(-c2csc(N/N=C3\C(=O)N(Cc4ccccc4F)c4ccc(C)cc43)n2)cc1,5300.0
CHEMBL4465548,COc1ccc(-c2csc(N/N=C3\C(=O)N(Cc4ccccc4F)c4ccc(C)cc43)n2)cc1,5300.0
CHEMBL4525043,Cc1ccc(-c2csc(N/N=C3\C(=O)N(C)c4ccccc43)n2)cc1,5300.0
CHEMBL4453617,CN1C(=O)/C(=N\Nc2nc(-c3ccc(F)cc3)cs2)c2ccccc21,5300.0
CHEMBL4513279,COc1ccc(-c2csc(N/N=C3\C(=O)N(C)c4ccccc43)n2)cc1,5300.0
CHEMBL3409199,O=C1Nc2ccccc2/C1=N/Nc1nc(-c2ccc(Cl)cc2)cs1,5300.0
CHEMBL4446848,Cc1cc(C)c2c(c1)/C(=N/Nc1nc(-c3ccc(Br)cc3)cs1)C(=O)N2,5300.0
CHEMBL4545784,Cc1ccc2c(c1)/C(=N/Nc1nc(-c3ccc(O)cc3)cs1)C(=O)N2,5300.0
CHEMBL4460518,Cc1ccc2c(c1)/C(=N/Nc1nc(-c3ccc(O)cc3)cs1)C(=O)N2Cc1ccccc1F,5300.0
CHEMBL4460633,Clc1cccc(-c2[nH]c3ccccc3c2-c2nc(-c3ccccc3)c(-c3ccccc3)n2-c2ccccc2)c1,8300.0
CHEMBL4551286,Brc1ccc(-n2c(-c3c(-c4cccc(Br)c4)[nH]c4ccccc34)nc(-c3ccccc3)c2-c2ccccc2)cc1,8300.0
CHEMBL3622692,FC(F)(F)c1ccc(-c2[nH]c3ccccc3c2-c2nc(-c3ccccc3)c(-c3ccccc3)n2-c2ccccc2)cc1,8300.0
CHEMBL4576623,COc1ccc(-n2c(-c3c(-c4cccc(Br)c4)[nH]c4ccccc34)nc(-c3ccccc3)c2-c2ccccc2)cc1,8300.0
CHEMBL4570383,COc1ccc(-n2c(-c3c(-c4ccc(Cl)cc4)[nH]c4ccc(Cl)cc34)nc(-c3ccccc3)c2-c2ccccc2)cc1,8300.0
CHEMBL4579286,Fc1ccc2[nH]c(-c3ccccc3)c(-c3nc(-c4ccccc4)c(-c4ccccc4)n3-c3cccc(Cl)c3)c2c1,8300.0
CHEMBL4465477,Fc1ccc2[nH]c(-c3ccccc3)c(-c3nc(-c4ccccc4)c(-c4ccccc4)n3-c3ccccc3)c2c1,8300.0
CHEMBL4531602,CC(=O)Nc1ccc(-n2c(-c3c(-c4ccccc4)[nH]c4ccc(F)cc34)nc(-c3ccccc3)c2-c2ccccc2)cc1,8300.0
CHEMBL4447344,Cc1cccc2nc(-c3ccc(O)cc3O)[nH]c12,5300.0
CHEMBL4555802,Cc1cccc2nc(-c3ccc(F)cc3)[nH]c12,5300.0
CHEMBL4439784,Cc1cccc2nc(-c3ccc(O)cc3)[nH]c12,5300.0
CHEMBL4579201,Cc1cccc2nc(-c3cccc(O)c3)[nH]c12,5300.0
CHEMBL4529445,Cc1cccc2nc(-c3ccccc3O)[nH]c12,5300.0
CHEMBL4475487,COc1ccc(-c2nc3cccc(C)c3[nH]2)c(O)c1,5300.0
CHEMBL4550935,COc1ccc(-c2nc3cccc(C)c3[nH]2)cc1O,5300.0
CHEMBL4565093,Cc1cccc2nc(-c3ccncc3)[nH]c12,5300.0
CHEMBL4473648,Cc1cccc2nc(-c3cccc(Cl)c3)[nH]c12,5300.0
CHEMBL4543481,Cc1cccc2nc(-c3ccc(Cl)cc3)[nH]c12,5300.0
CHEMBL4483473,Cc1cccc2nc(-c3ccccc3[N+](=O)[O-])[nH]c12,5300.0
CHEMBL4460277,Cc1cccc2nc(-c3ccccc3F)[nH]c12,5300.0
CHEMBL4521147,Cc1cccc2nc(-c3cccc(F)c3)[nH]c12,5300.0
CHEMBL4556298,Cc1cccc2nc(-c3ccc(O)c(O)c3)[nH]c12,5300.0
CHEMBL4567754,Cc1cccc2nc(-c3cccs3)[nH]c12,5300.0
CHEMBL4474005,Cc1cccc2nc(-c3cc(O)ccc3O)[nH]c12,5300.0
CHEMBL4482888,COc1ccc(O)c(-c2nc3cccc(C)c3[nH]2)c1,5300.0
CHEMBL4469378,Cc1cccc2nc(-c3cccc(O)c3O)[nH]c12,5300.0
CHEMBL4453302,Cc1cccc2nc(-c3ccccc3Cl)[nH]c12,5300.0
CHEMBL4593597,O=C1NC(=O)/C(=C/c2ccc(-c3nc4ccccc4n3Cc3ccc(Cl)cc3)cc2)S1,540.0
CHEMBL4450847,COc1ccc(Cc2nnc(-c3ccc(Cl)cc3)n2CC(=O)NNC(=S)Nc2ccc(Cl)cc2)cc1,3400.0
CHEMBL4559187,COc1ccc(Cc2nnc(-c3ccc(Cl)cc3)n2Cc2nn(CN3CCN(C)CC3)c(=S)o2)cc1,4300.0
CHEMBL4586054,COc1cc(Br)ccc1O[C@H](C)Cn1cc(-c2ccc(C(F)(F)F)cc2)nn1,14000.0
CHEMBL4581675,COc1cc(Br)ccc1O[C@H](C)Cn1cc(-c2ccccc2)nn1,14000.0
